"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q2",71.9421848019984,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q3",72.4895842916005,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2004-Q4",73.8666557889895,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q1",74.1881909672464,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q2",74.7493755435544,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q3",76.1548903710814,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2005-Q4",78.5544081894688,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q1",80.6309820361641,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q2",80.4729080750413,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q3",80.8571737260818,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2006-Q4",81.654574664839,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q1",83.2771393436236,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q2",85.75600546436,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q3",87.2161028048781,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2007-Q4",85.2853576999478,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q1",83.5619208723523,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q2",83.3909353703014,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q3",82.0203155017627,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2008-Q4",78.7016391934152,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q1",80.2367932835606,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q2",81.0816582258361,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q3",82.4442370862921,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2009-Q4",85.1066214975775,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q1",85.5616388233587,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q2",85.0228410250014,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q3",85.3138423699701,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2010-Q4",86.7519248393128,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q1",86.3384085186796,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q2",84.9507959878111,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q3",83.74080661544,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2011-Q4",82.072132081087,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q1",81.3705742811788,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q2",81.8573187693219,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q3",82.2819785450198,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2012-Q4",82.684061057102,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q1",83.2432330535233,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q2",84.2601924330245,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q3",84.9972404308374,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2013-Q4",86.6009930147919,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q1",88.3227713260968,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q2",89.6670723477571,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q3",91.6830871949998,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2014-Q4",93.3902989496756,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q1",96.4653917671615,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q2",98.8048803294521,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q3",101.222149593378,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2015-Q4",103.507578310009,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q1",103.519571866613,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q2",103.931604316643,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q3",105.109640896249,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2016-Q4",107.116018058766,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q1",109.418569815033,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q2",110.276129844711,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q3",110.30025806708,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2017-Q4",107.049854603534,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q1",105.617906056431,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q2",104.87387278236,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q3",104.258903609945,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2018-Q4",104.082283627258,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q1",102.043711113513,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q2",102.893895588606,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q3",104.329938155238,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2019-Q4",105.551614838253,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q1",108.002840927402,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q2",107.33188887809,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q3",108.389345868017,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2020-Q4",109.593323007421,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q1",111.622794475577,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q2",113.911429373183,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q3",115.155125372715,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2021-Q4",116.499586655259,
"SWE","HOUSECOST","PRICEINCOME","IDX2015","Q","2022-Q1",117.505195698891,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q1",63.2961831027697,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q2",63.0238292155391,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q3",63.3251286603547,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1970-Q4",63.091712931202,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q1",63.4594882446805,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q2",65.0202099737198,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q3",65.7472886716299,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1971-Q4",67.0433087322306,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q1",67.0985382321199,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q2",67.1454701924949,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q3",67.0471787335506,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1972-Q4",66.6417563956189,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q1",67.1844479468278,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q2",67.3392854223438,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q3",66.9927500254787,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1973-Q4",67.4165252936969,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q1",67.5825637995229,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q2",65.6390712113656,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q3",65.8473604858368,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1974-Q4",67.268219199382,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q1",69.3988733044048,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q2",71.6262509128741,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q3",73.6852652301049,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1975-Q4",75.7790004994798,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q1",77.5892322502188,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q2",78.8697688588959,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q3",79.1008490856866,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1976-Q4",77.1628555583947,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q1",79.2118254153457,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q2",79.6569382360239,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q3",80.5102039363488,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1977-Q4",82.0167900160903,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q1",83.2635418196036,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q2",84.1225147873365,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q3",85.4803109789277,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1978-Q4",86.7449204224233,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q1",88.1643381093543,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q2",88.5549420416159,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q3",87.7134449182794,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1979-Q4",85.8463314718137,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q1",82.0380367207752,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q2",80.128346368879,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q3",78.519444973012,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1980-Q4",76.7300305026964,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q1",74.0948228491322,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q2",71.7047827916631,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q3",67.9589072474024,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1981-Q4",66.0734821239148,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q1",63.4826351670247,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q2",61.7124986425321,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q3",59.9197254736505,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1982-Q4",58.6843648944699,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q1",57.6509023708664,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q2",56.3519196479692,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q3",55.2184597576015,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1983-Q4",54.3909687091882,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q1",53.5230781515141,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q2",53.0344871784252,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q3",52.9885959229292,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1984-Q4",52.134572835377,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q1",51.4837267959817,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q2",51.3718124358902,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q3",51.8870689107294,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1985-Q4",50.9800330183738,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q1",51.6055625099555,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q2",52.2224282212413,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q3",52.2548639254582,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1986-Q4",53.909922101025,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q1",54.666784267904,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q2",55.2167563025817,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q3",55.6127862727398,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1987-Q4",56.8449154470201,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q1",58.6159192350262,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q2",60.2462593465618,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q3",62.0443852664646,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1988-Q4",62.9592060925965,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q1",65.3580092475826,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q2",67.2040500113084,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q3",68.1362443632861,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1989-Q4",67.6507231439921,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q1",67.825770404303,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q2",65.83430349158,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q3",64.9271246179904,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1990-Q4",63.8672361039054,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q1",60.4976047737859,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q2",55.2726550893135,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q3",53.8451284930986,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1991-Q4",53.0175385734069,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q1",49.6571872079862,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q2",47.8546927327499,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q3",45.398894396733,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1992-Q4",42.0152253874406,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q1",39.1017842136652,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q2",37.9736614190727,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q3",37.1418835061669,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1993-Q4",37.4395433430187,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q1",38.3062118600291,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q2",38.3590449420046,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q3",38.2210399277962,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1994-Q4",37.7793426897927,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q1",37.8641846698534,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q2",37.4704345707645,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q3",36.7110312549238,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1995-Q4",36.4354469930312,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q1",36.1727914996555,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q2",35.7882399116491,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q3",36.0400818899772,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1996-Q4",36.4164393474866,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q1",36.5632268792621,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q2",37.0412117794941,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q3",37.54760099774,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1997-Q4",38.0961302774331,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q1",39.3039253071743,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q2",39.9910430443458,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q3",40.8185027781807,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1998-Q4",42.0970104925252,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q1",42.7691375572767,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q2",44.0304028946849,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q3",44.9163078910381,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","1999-Q4",45.7227045528537,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q1",47.0863011518108,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q2",48.7279928861499,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q3",49.8231220613793,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2000-Q4",50.7576310031522,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q1",51.9451799644572,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q2",51.8903433297339,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q3",52.260439474736,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2001-Q4",52.3057073825868,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q1",52.9119176709263,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q2",53.6076975451868,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q3",54.7760994472261,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2002-Q4",55.6767985864612,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q1",55.6414032257081,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q2",55.8870983951516,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q3",56.3565491116141,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2003-Q4",57.522521246655,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q1",58.1363926756379,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q2",59.3606390065529,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q3",60.0514354076967,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2004-Q4",61.4630242864583,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q1",61.3983045771267,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q2",62.2873839429497,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q3",63.9285508503706,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2005-Q4",66.6001621977784,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q1",69.0234579302906,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q2",70.1116619258376,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q3",71.1816597508151,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2006-Q4",72.7671752797007,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q1",75.2802629208939,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q2",78.3477668853135,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q3",80.4598241909838,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2007-Q4",79.226467307688,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q1",78.7500236003137,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q2",78.649798320654,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q3",77.4245113679319,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2008-Q4",74.2763488912639,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q1",75.224037034967,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q2",75.8869595091852,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q3",77.3948106251615,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2009-Q4",80.2677872725532,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q1",81.0601501946415,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q2",81.2146504537116,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q3",81.830558744389,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2010-Q4",83.6800979648269,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q1",83.5857780141197,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q2",82.5941870182681,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q3",81.8668957253751,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2011-Q4",80.6158997396029,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q1",80.5296074716554,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q2",80.9981330972988,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q3",81.2656258397801,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2012-Q4",81.5889616032898,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q1",81.8502318944687,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q2",82.7605005212504,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q3",83.6074801675997,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2013-Q4",85.3336776938395,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q1",87.0674342361332,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q2",88.4452516458213,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q3",90.6678948187201,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2014-Q4",92.6531202958646,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q1",95.7174392013357,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q2",98.5718936988051,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q3",101.447811750224,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2015-Q4",104.262855349636,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q1",105.246611256127,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q2",106.206055569171,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q3",107.696973494149,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2016-Q4",110.082799246858,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q1",112.69556810537,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q2",114.31174535727,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q3",114.909130978708,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2017-Q4",112.198076929441,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q1",111.068549616719,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q2",111.288722785215,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q3",111.464369238213,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2018-Q4",111.831857520131,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q1",111.299134195615,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q2",111.869732727534,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q3",112.898365535453,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2019-Q4",113.624249407838,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q1",114.654383984722,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q2",113.772543953786,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q3",115.307353087859,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2020-Q4",117.755184446863,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q1",121.357887382045,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q2",124.651018330059,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q3",126.858692570274,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2021-Q4",129.27332253886,
"SWE","HOUSECOST","PRICERENT","IDX2015","Q","2022-Q1",131.570316372525,
"SWE","HOUSECOST","REAL","IDX2015","Q","1970-Q1",41.9134637756237,
"SWE","HOUSECOST","REAL","IDX2015","Q","1970-Q2",41.8397945907372,
"SWE","HOUSECOST","REAL","IDX2015","Q","1970-Q3",41.7202466849961,
"SWE","HOUSECOST","REAL","IDX2015","Q","1970-Q4",41.4949687983774,
"SWE","HOUSECOST","REAL","IDX2015","Q","1971-Q1",40.8929098535702,
"SWE","HOUSECOST","REAL","IDX2015","Q","1971-Q2",40.7939600116921,
"SWE","HOUSECOST","REAL","IDX2015","Q","1971-Q3",40.7835037431165,
"SWE","HOUSECOST","REAL","IDX2015","Q","1971-Q4",40.8054320375326,
"SWE","HOUSECOST","REAL","IDX2015","Q","1972-Q1",41.258789536259,
"SWE","HOUSECOST","REAL","IDX2015","Q","1972-Q2",41.3259984979635,
"SWE","HOUSECOST","REAL","IDX2015","Q","1972-Q3",41.2184014457642,
"SWE","HOUSECOST","REAL","IDX2015","Q","1972-Q4",41.079282036139,
"SWE","HOUSECOST","REAL","IDX2015","Q","1973-Q1",41.7089916406876,
"SWE","HOUSECOST","REAL","IDX2015","Q","1973-Q2",41.4252281708208,
"SWE","HOUSECOST","REAL","IDX2015","Q","1973-Q3",40.8967821466255,
"SWE","HOUSECOST","REAL","IDX2015","Q","1973-Q4",40.4180764451477,
"SWE","HOUSECOST","REAL","IDX2015","Q","1974-Q1",40.5883610823538,
"SWE","HOUSECOST","REAL","IDX2015","Q","1974-Q2",40.154992941926,
"SWE","HOUSECOST","REAL","IDX2015","Q","1974-Q3",40.3575106109042,
"SWE","HOUSECOST","REAL","IDX2015","Q","1974-Q4",41.4385635532896,
"SWE","HOUSECOST","REAL","IDX2015","Q","1975-Q1",42.3827756861482,
"SWE","HOUSECOST","REAL","IDX2015","Q","1975-Q2",43.0807323194902,
"SWE","HOUSECOST","REAL","IDX2015","Q","1975-Q3",43.5569064484697,
"SWE","HOUSECOST","REAL","IDX2015","Q","1975-Q4",43.8258218335756,
"SWE","HOUSECOST","REAL","IDX2015","Q","1976-Q1",44.4420287377609,
"SWE","HOUSECOST","REAL","IDX2015","Q","1976-Q2",44.9265058517848,
"SWE","HOUSECOST","REAL","IDX2015","Q","1976-Q3",45.3387679536108,
"SWE","HOUSECOST","REAL","IDX2015","Q","1976-Q4",45.641673417382,
"SWE","HOUSECOST","REAL","IDX2015","Q","1977-Q1",46.6622677293396,
